# Constructed from biom file
#OTU ID	M1	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M2	M20	M21	M22	M23	M24	M25	M26	M27	M28	M3	M4	M5	M6	M7	M8	M9
09a37a4b894f48a148aadd76617af50f	0.0	129.0	0.0	496.0	102.0	921.0	304.0	328.0	2316.0	334.0	51.0	178.0	1307.0	67.0	18.0	44.0	38.0	0.0	0.0	1344.0	39.0	38.0	40.0	1090.0	75.0	196.0	135.0	0.0
de8625ce687dbd8baebac7ac5e8d96df	86.0	108.0	53.0	190.0	650.0	256.0	868.0	232.0	272.0	496.0	1260.0	152.0	666.0	353.0	306.0	468.0	87.0	227.0	121.0	22.0	253.0	326.0	189.0	327.0	296.0	0.0	0.0	218.0
222239e0e1abfce534d41daa6ca81f9b	217.0	661.0	453.0	983.0	726.0	307.0	415.0	245.0	64.0	400.0	140.0	252.0	335.0	375.0	237.0	85.0	231.0	133.0	261.0	134.0	162.0	181.0	278.0	213.0	195.0	134.0	115.0	133.0
ba0c65a38b34e62610b09b39cdc2343a	215.0	2003.0	0.0	0.0	248.0	68.0	76.0	53.0	0.0	160.0	0.0	56.0	143.0	0.0	47.0	549.0	0.0	78.0	747.0	0.0	91.0	0.0	0.0	296.0	0.0	362.0	232.0	826.0
8f39f10116413919eb0a9ba4731f5c23	202.0	460.0	773.0	99.0	547.0	356.0	719.0	233.0	490.0	581.0	535.0	239.0	376.0	547.0	448.0	311.0	349.0	518.0	318.0	204.0	459.0	595.0	247.0	389.0	465.0	194.0	275.0	377.0
86b3d43ddd69e4345a56a009e0ab53c0	76.0	178.0	295.0	124.0	537.0	106.0	1483.0	26.0	76.0	1936.0	2340.0	148.0	402.0	385.0	113.0	463.0	101.0	104.0	55.0	75.0	217.0	359.0	188.0	276.0	58.0	115.0	143.0	121.0
4fa3783412c67ef578e81b30db67c8ac	364.0	932.0	0.0	0.0	160.0	51.0	63.0	0.0	0.0	145.0	42.0	93.0	0.0	0.0	33.0	312.0	23.0	42.0	307.0	0.0	131.0	0.0	0.0	132.0	0.0	454.0	208.0	1020.0
fb6d12fd483848dd586aaeec8dd48a1a	199.0	461.0	303.0	114.0	654.0	237.0	671.0	100.0	103.0	1895.0	426.0	142.0	381.0	424.0	84.0	453.0	143.0	52.0	268.0	168.0	213.0	83.0	545.0	248.0	111.0	150.0	91.0	69.0
7cd850a9b97814b59cf757e8352664b4	0.0	63.0	0.0	102.0	39.0	1156.0	221.0	83.0	779.0	274.0	121.0	218.0	508.0	21.0	0.0	0.0	46.0	0.0	0.0	894.0	54.0	0.0	49.0	316.0	48.0	123.0	106.0	0.0
eee0469b11d76b50b05887618f69836c	115.0	1232.0	323.0	124.0	155.0	42.0	408.0	24.0	66.0	287.0	828.0	114.0	87.0	198.0	0.0	0.0	41.0	0.0	72.0	14.0	0.0	67.0	1601.0	595.0	0.0	24.0	0.0	30.0
52ecdf4ad4aeb127bc9201f28978a833	173.0	0.0	115.0	0.0	41.0	226.0	198.0	0.0	0.0	189.0	0.0	137.0	27.0	2.0	49.0	21.0	234.0	0.0	27.0	23.0	172.0	0.0	401.0	34.0	0.0	274.0	104.0	87.0
f9d64cde0a3bb5ba0f0b08148e7e2e1e	67.0	0.0	0.0	130.0	82.0	0.0	23.0	39.0	74.0	68.0	937.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	10.0	0.0	0.0	41.0	0.0	0.0	11.0	0.0	76.0
9bab2e7022eecb1d6e40068bec3cfeba	0.0	41.0	21.0	92.0	31.0	19.0	0.0	31.0	84.0	0.0	0.0	106.0	103.0	471.0	146.0	108.0	11.0	0.0	0.0	65.0	0.0	172.0	0.0	0.0	26.0	7.0	73.0	28.0
e41c68958654c6575033a8143e3db18a	0.0	122.0	129.0	53.0	86.0	79.0	41.0	11.0	40.0	79.0	95.0	118.0	80.0	138.0	167.0	114.0	15.0	0.0	0.0	53.0	0.0	68.0	9.0	0.0	20.0	17.0	42.0	54.0
ae8d8dd652d4706b04187de159628ab7	0.0	88.0	77.0	51.0	69.0	34.0	18.0	14.0	51.0	44.0	28.0	79.0	157.0	503.0	134.0	147.0	15.0	0.0	0.0	32.0	0.0	179.0	0.0	10.0	10.0	21.0	69.0	36.0
ca9bca8673f7ac2268bc530192553af8	138.0	120.0	155.0	31.0	120.0	91.0	94.0	29.0	43.0	328.0	135.0	0.0	27.0	77.0	147.0	120.0	61.0	113.0	0.0	28.0	94.0	86.0	73.0	132.0	52.0	34.0	407.0	29.0
41887e3900dbb277feb8b9cceb50f61d	137.0	19.0	74.0	0.0	44.0	174.0	133.0	0.0	0.0	230.0	0.0	85.0	21.0	0.0	25.0	19.0	202.0	8.0	43.0	22.0	136.0	0.0	339.0	39.0	12.0	194.0	45.0	31.0
07049c95d845b9055afff99638f42ee2	8.0	95.0	349.0	34.0	106.0	65.0	176.0	90.0	866.0	34.0	24.0	0.0	0.0	323.0	83.0	44.0	38.0	0.0	124.0	70.0	34.0	56.0	67.0	92.0	27.0	20.0	106.0	58.0
e6942fe4774eddd1dfd5a18e39669ac0	69.0	45.0	0.0	33.0	0.0	0.0	198.0	36.0	0.0	223.0	195.0	22.0	0.0	83.0	11.0	81.0	0.0	76.0	36.0	0.0	28.0	40.0	61.0	0.0	0.0	0.0	0.0	0.0
8761ef363e0fdba238c74e4a41e2f2c5	0.0	75.0	0.0	75.0	120.0	0.0	506.0	313.0	0.0	327.0	19.0	0.0	106.0	58.0	27.0	112.0	20.0	154.0	0.0	14.0	0.0	18.0	45.0	112.0	32.0	0.0	0.0	0.0
2d8193171aae5b35524e5fd50100b3a7	29.0	467.0	423.0	26.0	376.0	89.0	370.0	78.0	51.0	209.0	899.0	9.0	37.0	54.0	56.0	103.0	85.0	47.0	51.0	27.0	119.0	193.0	271.0	199.0	95.0	46.0	62.0	0.0
6d9b3772c5481e62108c1239e2fffa49	23.0	52.0	53.0	49.0	79.0	16.0	9.0	78.0	58.0	13.0	0.0	31.0	73.0	107.0	24.0	148.0	26.0	35.0	80.0	25.0	27.0	11.0	5.0	15.0	72.0	18.0	15.0	5.0
fbe0df60ea7f040224553f011d938914	16.0	19.0	12.0	133.0	35.0	11.0	0.0	147.0	70.0	0.0	0.0	44.0	46.0	95.0	66.0	46.0	17.0	46.0	126.0	49.0	45.0	56.0	0.0	32.0	99.0	16.0	92.0	26.0
67320723e2dea11af0f92b8c6a6603f5	0.0	489.0	0.0	0.0	0.0	0.0	42.0	44.0	0.0	39.0	70.0	0.0	70.0	71.0	0.0	0.0	0.0	19.0	17.0	0.0	39.0	0.0	0.0	242.0	0.0	0.0	36.0	0.0
c5ce671b980bebb488a0624f61442b75	0.0	0.0	0.0	0.0	65.0	0.0	348.0	6.0	0.0	144.0	20.0	0.0	26.0	28.0	31.0	25.0	17.0	16.0	0.0	0.0	0.0	0.0	68.0	36.0	0.0	0.0	0.0	0.0
6ba67720a27e74be22a9e0b436448205	0.0	0.0	38.0	0.0	0.0	121.0	13.0	0.0	0.0	4.0	0.0	175.0	3.0	3.0	64.0	9.0	17.0	0.0	0.0	21.0	0.0	11.0	16.0	0.0	0.0	48.0	94.0	90.0
4d85a5e696629ab4ad9d2c73f89299a4	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	0.0	83.0	0.0	88.0	0.0	0.0	0.0	0.0	134.0	0.0	0.0	0.0	39.0	0.0	50.0	0.0	0.0	77.0	31.0	61.0
d850f89a25e10af880d6598784dbc403	27.0	18.0	56.0	22.0	32.0	20.0	31.0	17.0	5.0	0.0	0.0	20.0	18.0	29.0	13.0	24.0	19.0	21.0	28.0	28.0	49.0	27.0	7.0	17.0	37.0	33.0	29.0	15.0
bbc84685dbb128548080de7b062de91e	13.0	27.0	20.0	76.0	12.0	24.0	0.0	61.0	36.0	0.0	0.0	15.0	22.0	38.0	39.0	28.0	0.0	0.0	13.0	26.0	33.0	0.0	0.0	26.0	38.0	0.0	32.0	27.0
2216ea5a6d36fa8348de2908578b3650	0.0	444.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0
f73f64a9ed0b3e8cc0541e6294c8cf87	128.0	0.0	30.0	0.0	0.0	83.0	19.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	42.0	4.0	54.0	0.0	22.0	21.0	27.0	0.0	34.0	0.0	2.0	60.0	108.0	51.0
98dc23c9dc2e39d5dfaceea92311c628	7.0	11.0	159.0	0.0	63.0	49.0	130.0	60.0	7.0	27.0	105.0	87.0	54.0	0.0	0.0	38.0	97.0	0.0	0.0	16.0	0.0	20.0	22.0	94.0	17.0	0.0	0.0	0.0
d1664fa41e1d8b12a85d146534a78ec5	28.0	0.0	28.0	22.0	10.0	14.0	9.0	97.0	21.0	0.0	0.0	11.0	8.0	16.0	41.0	39.0	21.0	13.0	9.0	5.0	36.0	13.0	0.0	0.0	40.0	0.0	10.0	23.0
0b90ed596a30b1ace44303248a429ac1	52.0	2.0	7.0	0.0	0.0	123.0	23.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	24.0	0.0	16.0	0.0	0.0	0.0	16.0	0.0	10.0	0.0	0.0	47.0	37.0	66.0
4bb59d6c65cc7f9b06912e2cb6cf374c	21.0	17.0	11.0	18.0	30.0	3.0	8.0	12.0	7.0	0.0	0.0	6.0	32.0	17.0	16.0	10.0	18.0	16.0	15.0	18.0	27.0	12.0	8.0	25.0	13.0	9.0	30.0	7.0
aa0cfa7b8c303fa36315357751a7d270	0.0	0.0	7.0	48.0	0.0	0.0	0.0	141.0	43.0	0.0	0.0	11.0	0.0	87.0	54.0	198.0	59.0	40.0	0.0	12.0	35.0	0.0	0.0	0.0	52.0	0.0	61.0	3.0
88d5be329cdc318d9fefbc38ffc72975	0.0	0.0	13.0	36.0	0.0	0.0	0.0	42.0	41.0	0.0	0.0	0.0	0.0	13.0	32.0	22.0	18.0	21.0	17.0	0.0	16.0	27.0	0.0	0.0	34.0	0.0	44.0	11.0
5167b9b9c346477c69c20fd77fb0550a	0.0	0.0	21.0	40.0	39.0	9.0	1.0	66.0	0.0	1.0	0.0	0.0	12.0	45.0	0.0	9.0	0.0	24.0	13.0	29.0	7.0	0.0	1.0	7.0	42.0	4.0	14.0	0.0
03601dbf5b3cece1284a4139a2387e93	23.0	0.0	0.0	19.0	0.0	0.0	0.0	32.0	24.0	0.0	3.0	0.0	0.0	50.0	0.0	649.0	95.0	19.0	0.0	0.0	48.0	0.0	0.0	2.0	0.0	7.0	78.0	0.0
761757949c6bbe8b9f708af25a140ebf	0.0	0.0	32.0	21.0	0.0	0.0	0.0	17.0	13.0	0.0	0.0	4.0	85.0	58.0	0.0	45.0	9.0	0.0	90.0	0.0	11.0	0.0	0.0	8.0	8.0	14.0	23.0	0.0
c668f2f1ea940e1b5591f57cff31a84a	62.0	0.0	0.0	8.0	115.0	7.0	128.0	0.0	10.0	102.0	33.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	25.0	10.0	52.0	0.0	157.0	103.0	0.0	208.0	19.0	0.0
619238cd1a2224d4ae4904e1bb3cbf60	0.0	20.0	0.0	171.0	22.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0
af50234c70ba9ebed69a223798d11863	12.0	112.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	27.0	0.0	25.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	53.0	0.0	10.0	29.0	0.0	13.0	41.0	77.0
846257d4b90fb1014067ae7b2d62580c	3.0	6.0	22.0	0.0	26.0	0.0	0.0	0.0	71.0	0.0	6.0	7.0	0.0	37.0	25.0	22.0	6.0	20.0	0.0	0.0	21.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0
e23a06b01c8d46baf9dfbd6c07960f27	7.0	166.0	0.0	0.0	41.0	4.0	16.0	0.0	0.0	15.0	0.0	19.0	0.0	0.0	11.0	96.0	12.0	9.0	23.0	0.0	23.0	0.0	7.0	21.0	10.0	25.0	50.0	20.0
d2bb8e9afbf78f5d6ecc78c06e252100	0.0	0.0	33.0	0.0	0.0	9.0	0.0	11.0	0.0	18.0	11.0	20.0	21.0	0.0	0.0	28.0	0.0	32.0	19.0	7.0	16.0	20.0	0.0	0.0	22.0	8.0	0.0	8.0
ec9bcbb55a1187f45c890163784113c2	19.0	6.0	18.0	10.0	8.0	13.0	4.0	9.0	13.0	0.0	0.0	3.0	0.0	2.0	13.0	20.0	20.0	10.0	12.0	4.0	16.0	19.0	0.0	1.0	4.0	9.0	29.0	18.0
bef28f17dd622f5484f814de9356572b	0.0	74.0	129.0	0.0	65.0	0.0	0.0	0.0	0.0	30.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0
7c71c6ac114e6aa034e2815414dfdec5	0.0	0.0	0.0	0.0	12.0	0.0	56.0	0.0	63.0	59.0	154.0	0.0	0.0	0.0	25.0	0.0	31.0	37.0	0.0	6.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0
a190e607c9616f1b21349e5df3497094	39.0	0.0	19.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	70.0	0.0	5.0	0.0	53.0	0.0	0.0	0.0	0.0	27.0	51.0	38.0
5f1c09b50290876fee05a1d94f1376d6	38.0	0.0	0.0	0.0	0.0	48.0	9.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	40.0	22.0
9f68f209ee6ea162aa6954e6e5249885	0.0	12.0	6.0	52.0	27.0	0.0	0.0	41.0	43.0	0.0	0.0	16.0	21.0	17.0	22.0	11.0	4.0	12.0	41.0	30.0	0.0	11.0	0.0	0.0	33.0	0.0	15.0	0.0
4ae908987d24ebf2f6e179f5dbe3496e	0.0	0.0	0.0	28.0	0.0	9.0	0.0	0.0	59.0	0.0	0.0	37.0	0.0	24.0	24.0	11.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0
8af24ba632bc3bf951ce9829736a22f7	95.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	68.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	4.0	23.0
6ae490742a101238caeac792eda07a46	46.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	67.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0
184e85a659ce9d6812018775736a3b43	7.0	26.0	10.0	0.0	0.0	10.0	23.0	0.0	37.0	0.0	0.0	19.0	8.0	13.0	14.0	12.0	0.0	0.0	0.0	8.0	13.0	15.0	0.0	0.0	35.0	0.0	11.0	0.0
c074077c958850a4b599ac0ce26473dd	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	23.0	60.0	0.0	0.0	0.0	122.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	304.0	29.0
ae1787a38bf96314f925845d653738d9	0.0	9.0	10.0	52.0	0.0	0.0	0.0	22.0	13.0	0.0	0.0	0.0	0.0	14.0	0.0	11.0	18.0	28.0	13.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	19.0	14.0
91f3fafd118e016ebfbfd8153e36ac24	33.0	0.0	15.0	0.0	0.0	43.0	18.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	22.0	0.0	10.0	0.0	17.0	9.0	19.0	0.0	35.0	0.0	0.0	21.0	20.0	23.0
085be7ea3c1e87e3342e223fe40a1d57	0.0	0.0	0.0	24.0	0.0	0.0	0.0	13.0	36.0	0.0	0.0	14.0	0.0	21.0	39.0	0.0	9.0	0.0	28.0	0.0	17.0	60.0	0.0	0.0	0.0	0.0	22.0	0.0
249d2f7b22a51fc5d51d8fb0362d0d7a	46.0	0.0	27.0	0.0	0.0	17.0	7.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	28.0	39.0
4db764be7b6857cee57dc0e2f0464bff	0.0	19.0	0.0	0.0	0.0	23.0	29.0	0.0	0.0	21.0	0.0	15.0	31.0	0.0	0.0	107.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0
fa6de5afec1972fab5f1120b678f1b18	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	6.0	0.0	7.0	0.0	13.0	0.0	17.0	0.0	0.0	51.0	53.0	140.0
6ff0ff2d34d0107ed598703a132940ec	12.0	21.0	10.0	4.0	23.0	17.0	43.0	0.0	16.0	0.0	0.0	22.0	2.0	10.0	15.0	14.0	0.0	2.0	7.0	12.0	0.0	7.0	0.0	0.0	17.0	0.0	16.0	20.0
e693a6d7c58b03eb7e11312c73327998	0.0	73.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	40.0	26.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0
5faf30f0ab5727c59ad15c9176451ca4	0.0	0.0	0.0	0.0	89.0	0.0	0.0	101.0	13.0	0.0	1.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	24.0	7.0	0.0	32.0	18.0	0.0	0.0	0.0	0.0	0.0
12f5f63773b94b072f2ac12d0a689d5e	0.0	0.0	3.0	16.0	0.0	0.0	0.0	28.0	7.0	0.0	0.0	0.0	13.0	0.0	15.0	6.0	0.0	9.0	10.0	17.0	16.0	0.0	0.0	10.0	42.0	0.0	15.0	0.0
8a4efffdc928bc3df2e9c63168728fa4	37.0	0.0	49.0	0.0	0.0	50.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	17.0	0.0	0.0	80.0	0.0	0.0	62.0	0.0	0.0
81ec90dca2da4ff9866431a2d9c3d32e	89.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	35.0
eb86467621d31584fc7c24db9a86ad66	0.0	0.0	0.0	0.0	0.0	0.0	11.0	70.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0
ef18d5cecef4adc7d2d1ec4f75437c69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.0	0.0	0.0	0.0	0.0	0.0
709b19c3c11613d812e0a9f293ccb58a	0.0	0.0	0.0	0.0	74.0	0.0	0.0	29.0	5.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0
d6b863aec9f14080b12abbba0fd7afc1	34.0	0.0	15.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	20.0	16.0
03f96d5077b1818fd2fcedda797cf82f	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	42.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0
eef6bd1a9ce05747ec6a3384a6f8501e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.0	0.0	0.0	0.0	0.0	0.0
15085c8c043652cc10c7920f429c9021	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
ebad5839893b77839dcd4b1cd0778740	26.0	0.0	0.0	0.0	0.0	22.0	67.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0
2a6153e1e6d675e8d38b7b4be9f712e6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.0	0.0	0.0	0.0	0.0	0.0
d40d207e7d173466a49a34f1a92bfbc8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0
fb8b94926124b5c39fa6749dc95ebf2e	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0
566a8a92d12cb0ddb413d6348bfc7934	17.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	4.0	3.0	9.0	0.0	4.0	0.0	4.0	20.0	13.0	0.0
f03f3b5bcafce2afaa067666b0bcc5c5	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0
13fdd08e2a2e71b8b794d49b4565dc8d	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	15.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	5.0	0.0	0.0	12.0	0.0	10.0	9.0	0.0
f5a9169d09696bcdc927831f3f39dbe1	0.0	4.0	0.0	0.0	16.0	0.0	54.0	20.0	0.0	26.0	0.0	0.0	16.0	0.0	4.0	13.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
eef6cc3984ed38471d6c9c1ee5896477	0.0	0.0	0.0	24.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	16.0	0.0	0.0	0.0
03c2157137c106d6dc9d86876f2884dc	0.0	0.0	0.0	0.0	45.0	0.0	21.0	0.0	0.0	0.0	14.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5a087794c4222344545704e2c60900c5	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	16.0	0.0	17.0	0.0	0.0	16.0	0.0	0.0
13f1452c474a2f82a37e0ae49d15be32	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	19.0	0.0	13.0
e282af1371c9044f4799b7c992eac350	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	10.0	0.0	17.0	0.0
af83fd8398a1e4aefd58c348a0fc3077	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	23.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
916080678a5a776672d94091fc82399e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
